#VARNUM,VARNAM,VARUNIT,SHORTNAME,DOMAIN,PRECISION,DECIMALS,REPORTFORM,UNITCODE,ACTIVE,ALPHAVAR,CATEGORY1,CATEGORY2,SPARE1,SPARE2,DBVER24,DATECREATE,TIMECREATE,USERCREATE,DATEMOD,TIMEMOD,USERMOD
8501,Division CRYPTOPHYTA - total count (cell,cells/ml,Division CRYPTOPHYTA,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8502,Division CRYPTOPHYTA - unknown genus (ce,cells/ml,Division CRYPTOPHYTA,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8511,Sub-phyllum CRYPTOPHYCEAE - total count,cells/ml,Sub-phyllum CRYPTOPH,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8512,Sub-phyllum CRYPTOPHYCEAE - unk. genus (,cells/ml,Sub-phyllum CRYPTOPH,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8521,Order Cryptomonadeles - total count (cel,cells/ml,Order Cryptomonadele,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8522,Order Cryptomonadeles - unknown genus (c,cells/ml,Order Cryptomonadele,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8523,Chroomonas (cells/ml),cells/ml,Chroomonas (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8524,Cryptomonas (cells/ml),cells/ml,Cryptomonas (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8525,Cryptomonas erosa (cells/ml),cells/ml,Cryptomonas erosa (c,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8526,Cryptomonas ovata (cells/ml),cells/ml,Cryptomonas ovata (c,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8527,Rhodomonas (cells/ml),cells/ml,Rhodomonas (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8528,Rhodomonas minuta (cells/ml),cells/ml,Rhodomonas minuta (c,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8541,Division RAPHIDOPHYTA - total count (cel,cells/ml,Division RAPHIDOPHYT,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8542,Division RAPHIDOPHYTA - unknown genus (c,cells/ml,Division RAPHIDOPHYT,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8543,Merotrichia (cells/ml),cells/ml,Merotrichia (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8544,Merotrichia bacillata (cells/ml),cells/ml,Merotrichia bacillat,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8545,Merotrichia capitata (cells/ml),cells/ml,Merotrichia capitata,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8551,Division CHRYSOPHYTA - total count (cell,cells/ml,Division CHRYSOPHYTA,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8552,Division CHRYSOPHYTA - unknown genus (ce,cells/ml,Division CHRYSOPHYTA,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8561,Sub-phyllum BACILLARIOPHYCEAE tot. count,cells/ml,Sub-phyllum BACILLAR,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8562,Sub-phyllum BACILLARIOPHYCEAE unk. genus,cells/ml,Sub-phyllum BACILLAR,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8563,Benthic diamtoms live (cells/ml),cells/ml,Benthic diamtoms liv,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8564,Benthic diamtoms small (cells/ml),cells/ml,Benthic diamtoms sma,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8565,Benthic diamtoms medium (cells/ml),cells/ml,Benthic diamtoms med,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8566,Benthic diamtoms large (cells/ml),cells/ml,Benthic diamtoms lar,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8567,Non Benthic diamtoms (cells/ml),cells/ml,Non Benthic diamtoms,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8571,Order Centrales - total count (cells/ml),cells/ml,Order Centrales - to,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8572,Order Centrales - unknown genus (cells/m,cells/ml,Order Centrales - un,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8573,Centric diatoms small <=5 um (cells/ml,cells/ml,Centric diatoms smal,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8574,Centric diatoms medium 6-12 um (cells/ml,cells/ml,Centric diatoms medi,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8575,Centric diatoms large >=12 um (cells/ml,cells/ml,Centric diatoms larg,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8576,Centric diatoms no size specified (cells,cells/ml,Centric diatoms no s,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8577,Attheya (cells/ml),cells/ml,Attheya (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8578,Attheya rhizosoleniz (cells/ml),cells/ml,Attheya rhizosoleniz,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8579,Attheya spores (cells/ml),cells/ml,Attheya spores (cell,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8580,Attheya zachariasi (cells/ml),cells/ml,Attheya zachariasi (,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8581,Cerataulus (cells/ml),cells/ml,Cerataulus (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8582,Chaetoceros (cells/ml),cells/ml,Chaetoceros (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8583,Coscinodiscus (cells/ml),cells/ml,Coscinodiscus (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8584,Cyclotella (cells/ml),cells/ml,Cyclotella (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8585,Cyclotella < 15 um (cells/ml),cells/ml,Cyclotella < 15 um (,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8586,Cyclotella > 15 um (cells/ml),cells/ml,Cyclotella > 15 um (,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8587,Cyclotella glomerata (cells/ml),cells/ml,Cyclotella glomerata,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8588,Cyclotella meneghiniana (cells/ml),cells/ml,Cyclotella meneghini,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8589,Cyclotella socialis (cells/ml),cells/ml,Cyclotella socialis,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8590,Cyclotella stelligera (cells/ml),cells/ml,Cyclotella stelliger,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8591,Cyclotella stylorum (cells/ml),cells/ml,Cyclotella stylorum,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8592,Cyclotella wolterecki (cells/ml),cells/ml,Cyclotella woltereck,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8593,Ditylum (cells/ml),cells/ml,Ditylum (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8594,Ditylum brightwellii (cells/ml),cells/ml,Ditylum brightwellii,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8595,Hydrosera (cells/ml),cells/ml,Hydrosera (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8596,Melosira (cells/ml),cells/ml,Melosira (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8597,Melosira distans (cells/ml),cells/ml,Melosira distans (ce,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8598,Melosira granulata (cells/ml),cells/ml,Melosira granulata (,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8599,Melosira granulata large (cells/ml),cells/ml,Melosira granulata l,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8600,Melosira granulata medium (cells/ml),cells/ml,Melosira granulata m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8601,Melosira granulata small (cells/ml),cells/ml,Melosira granulata s,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8602,Melosira granulata spores (cells/ml),cells/ml,Melosira granulata s,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8603,Melosira hustedtil (cells/ml),cells/ml,Melosira hustedtil (,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8604,Melosira italica (cells/ml),cells/ml,Melosira italica (ce,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8605,Melosira marine (cells/ml),cells/ml,Melosira marine (cel,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8606,Melosira moniliformis (cells/ml),cells/ml,Melosira moniliformi,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8607,Melosira nummuloides (cells/ml),cells/ml,Melosira nummuloides,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8608,Melosira undulata (cells/ml),cells/ml,Melosira undulata (c,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8609,Melosira varians (cells/ml),cells/ml,Melosira varians (ce,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8610,Rhizosolenia (cells/ml),cells/ml,Rhizosolenia (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8611,Rhizosolenia eriensis (cells/ml),cells/ml,Rhizosolenia eriensi,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8612,Skeletonema (cells/ml),cells/ml,Skeletonema (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8613,Skeletonema costatum (cells/ml),cells/ml,Skeletonema costatum,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8614,Skeletonema potamus (cells/ml),cells/ml,Skeletonema potamus,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8615,Stephanodiscus (cells/ml),cells/ml,Stephanodiscus (cell,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8616,Stephanodiscus hantzchii (cells/ml),cells/ml,Stephanodiscus hantz,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8617,Thalassiosira (cells/ml),cells/ml,Thalassiosira (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8618,Thalassiosira fluviatilis (cells/ml),cells/ml,Thalassiosira fluvia,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8641,Order Pennales - total count (cells/ml),cells/ml,Order Pennales - tot,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8642,Order Pennales - unknown genus (cells/ml,cells/ml,Order Pennales - unk,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8643,Order Pennales - unknown genus < 15 um (,cells/ml,Order Pennales - unk,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8644,Order Pennales - unknown genus > 15 um (,cells/ml,Order Pennales - unk,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8645,Achnanthes (cells/ml),cells/ml,Achnanthes (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8646,Achnanthes longipes (cells/ml),cells/ml,Achnanthes longipes,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8647,Actinella (cells/ml),cells/ml,Actinella (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8648,Amphipleura (cells/ml),cells/ml,Amphipleura (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8649,Amphiprora (cells/ml),cells/ml,Amphiprora (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8650,Amphora (cells/ml),cells/ml,Amphora (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8651,Anomoeoneis (cells/ml),cells/ml,Anomoeoneis (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8652,Asterionella (cells/ml),cells/ml,Asterionella (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8653,Asterionella formosa (cells/ml),cells/ml,Asterionella formosa,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8654,Asterionella gracillima (cells/ml),cells/ml,Asterionella gracill,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8655,Bacillaria (cells/ml),cells/ml,Bacillaria (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8656,Bacillaria paradoxa (cells/ml),cells/ml,Bacillaria paradoxa,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8657,Bacillaria paxillifer (cells/ml),cells/ml,Bacillaria paxillife,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8658,Caloneis (cells/ml),cells/ml,Caloneis (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8659,Campylodiscus (cells/ml),cells/ml,Campylodiscus (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8660,Cocconeis (cells/ml),cells/ml,Cocconeis (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8661,Cylindrotheca (cells/ml),cells/ml,Cylindrotheca (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8662,Cymatopleura (cells/ml),cells/ml,Cymatopleura (cells/,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8663,Cymbella (cells/ml),cells/ml,Cymbella (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8664,Cymbella ventricosa (cells/ml),cells/ml,Cymbella ventricosa,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8665,Denticula (cells/ml),cells/ml,Denticula (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8666,Diatoma (cells/ml),cells/ml,Diatoma (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8667,Diatoma elongatum (cells/ml),cells/ml,Diatoma elongatum (c,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8668,Diploneis (cells/ml),cells/ml,Diploneis (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8669,Epithemia (cells/ml),cells/ml,Epithemia (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8670,Eucampia (cells/ml),cells/ml,Eucampia (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8671,Eunotia (cells/ml),cells/ml,Eunotia (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8672,Fragilaria (cells/ml),cells/ml,Fragilaria (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8673,Fragilaria capucina (cells/ml),cells/ml,Fragilaria capucina,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8674,Fragilaria crotonensis (cells/ml),cells/ml,Fragilaria crotonens,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8675,Frustulia (cells/ml),cells/ml,Frustulia (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8676,Frustulia rhomboides (cells/ml),cells/ml,Frustulia rhomboides,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8677,Gomphoneis (cells/ml),cells/ml,Gomphoneis (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8678,Gomphonema (cells/ml),cells/ml,Gomphonema (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8679,Gomphonema parvulum (cells/ml),cells/ml,Gomphonema parvulum,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8680,Gyrosigma (cells/ml),cells/ml,Gyrosigma (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8681,Gyrosigma wansbecki (cells/ml),cells/ml,Gyrosigma wansbecki,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8682,Hantzschia (cells/ml),cells/ml,Hantzschia (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8683,Licmophora (cells/ml),cells/ml,Licmophora (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8684,Mastogloia (cells/ml),cells/ml,Mastogloia (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8685,Meridion (cells/ml),cells/ml,Meridion (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8686,Navicula (cells/ml),cells/ml,Navicula (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8687,Navicula acicularis (cells/ml),cells/ml,Navicula acicularis,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8688,Navicula closterium (cells/ml),cells/ml,Navicula closterium,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8689,Navicula exigua (cells/ml),cells/ml,Navicula exigua (cel,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8690,Navicula longissima (cells/ml),cells/ml,Navicula longissima,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8691,Navicula menisculus (cells/ml),cells/ml,Navicula menisculus,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8692,Navicula palea (cells/ml),cells/ml,Navicula palea (cell,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8693,Navicula panderiformus (cells/ml),cells/ml,Navicula panderiform,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8694,Navicula pungens (cells/ml),cells/ml,Navicula pungens (ce,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8695,Navicula rynchocephala (cells/ml),cells/ml,Navicula rynchocepha,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8696,Navicula spicula (cells/ml),cells/ml,Navicula spicula (ce,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8697,Navicula varians (cells/ml),cells/ml,Navicula varians (ce,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8698,Neidium (cells/ml),cells/ml,Neidium (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8699,Nitzschia (cells/ml),cells/ml,Nitzschia (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8700,Nitzschia acicularis (cells/ml),cells/ml,Nitzschia acicularis,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8701,Nitzschia acicularis large (cells/ml),cells/ml,Nitzschia acicularis,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8702,Nitzschia acicularis medium (cells/ml),cells/ml,Nitzschia acicularis,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8703,Nitzschia acicularis small (cells/ml),cells/ml,Nitzschia acicularis,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8704,Nitzschia acicularis var closteroide (ce,cells/ml,Nitzschia acicularis,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8705,Nitzschia actinastroides (cells/ml),cells/ml,Nitzschia actinastro,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8706,Nitzschia capitellata (cells/ml),cells/ml,Nitzschia capitellat,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8707,Nitzschia closterium (cells/ml),cells/ml,Nitzschia closterium,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8708,Nitzschia palea (cells/ml),cells/ml,Nitzschia palea (cel,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8709,Nitzschia sigmoidea (cells/ml),cells/ml,Nitzschia sigmoidea,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8710,Opephora (cells/ml),cells/ml,Opephora (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8711,Phaeodactylum (cells/ml),cells/ml,Phaeodactylum (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8712,Pinnularia (cells/ml),cells/ml,Pinnularia (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8713,Pleurosigma (cells/ml),cells/ml,Pleurosigma (cells/m,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8714,Rhoicosphenia (cells/ml),cells/ml,Rhoicosphenia (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8715,Rhopalodia (cells/ml),cells/ml,Rhopalodia (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8716,Stauroneis (cells/ml),cells/ml,Stauroneis (cells/ml,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8717,Stenopterobia (cells/ml),cells/ml,Stenopterobia (cells,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8718,Stenopterobia intermedia (cells/ml),cells/ml,Stenopterobia interm,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8719,Surirella (cells/ml),cells/ml,Surirella (cells/ml),WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8720,Surirella ovata (cells/ml),cells/ml,Surirella ovata (cel,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8721,Surirella robusta (cells/ml),cells/ml,Surirella robusta (c,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
8722,Surirella tenera (cells/ml),cells/ml,Surirella tenera (ce,WQ,0.00001,5,LEVEL,CPML,F,,,,,,F,,0,,14/11/2011,1030,SPETCHEL
